,name,certificate,overall_rating,enrolls,link,price,image,image_mobile,description,author,platform
92,Practical PHP: Master the Basics and Code Dynamic Websites,True,0,0,/course/code-dynamic-websites/,Free,https://img-c.udemycdn.com/course/240x135/130064_22b3_12.jpg,https://img-c.udemycdn.com/course/125_H/130064_22b3_12.jpg,Code Your Very Own Dynamic Websites by Learning PHP Through Real-World Application & Examples,Brad Hussey,Udemy
71,Professional Logo Design in Adobe Illustrator,True,0,0,/course/professional-logo-design-crash-course/,Free,https://img-c.udemycdn.com/course/240x135/399938_e897_5.jpg,https://img-c.udemycdn.com/course/125_H/399938_e897_5.jpg,Learn how to design a logo that stands out from the crowd.,Rawson Uddin,Udemy
68,Python for linear algebra (for absolute beginners),True,0,0,/course/test-the-pyla-waters/,Free,https://img-c.udemycdn.com/course/240x135/3231569_bf57_3.jpg,https://img-c.udemycdn.com/course/125_H/3231569_bf57_3.jpg,Dip your feet into the amazing world of using Python code to understand vectors and matrices.,Mike X Cohen,Udemy
67,Python from Beginner to Intermediate in 30 min.,True,0,0,/course/python-from-beginner-to-expert-starter-free/,Free,https://img-c.udemycdn.com/course/240x135/702210_5ec0_3.jpg,https://img-c.udemycdn.com/course/125_H/702210_5ec0_3.jpg,Complete Python Programming in 30 min - Get ready for Advanced Concepts.,Gautam Devaraj,Udemy
76,R Basics - R Programming Language Introduction,True,0,0,/course/r-basics/,Free,https://img-c.udemycdn.com/course/240x135/236676_881e_4.jpg,https://img-c.udemycdn.com/course/125_H/236676_881e_4.jpg,Learn the essentials of R Programming - R Beginner Level!,R-Tutorials Training,Udemy
61,React JS Frontend Web Development for Beginners,True,0,0,/course/react-tutorial/,Free,https://img-c.udemycdn.com/course/240x135/2222856_2303.jpg,https://img-c.udemycdn.com/course/125_H/2222856_2303.jpg,Learn React JS along with Modern JavaScript from absolute scratch. This course is a getting started guide for beginners.,Ryan Dhungel,Udemy
40,SEO Mini Course For Beginners 2022 - Learn The Basics,True,0,0,/course/seo-training-for-beginners/,Free,https://img-c.udemycdn.com/course/240x135/3123916_970e_3.jpg,https://img-c.udemycdn.com/course/125_H/3123916_970e_3.jpg,Learn How To Rank Your Website On Page 1 in Google. Learn From The Owner Of the Leading SEO Agency In London.,Joshua George,Udemy
43,SEO Training Course by Moz,True,0,0,/course/whiteboard-seo/,Free,https://img-c.udemycdn.com/course/240x135/11331_b1c4_9.jpg,https://img-c.udemycdn.com/course/125_H/11331_b1c4_9.jpg,Learn SEO tips and tricks in this SEO training course from Moz,Moz moz,Udemy
24,SEO Tutorial for Beginners,True,0,0,/course/seo-tutorial/,Free,https://img-b.udemycdn.com/course/240x135/466000_ba10.jpg,https://img-b.udemycdn.com/course/125_H/466000_ba10.jpg,"Learn the basics to SEO Optimise Your Site, Get to the Top of Google and Increase Sales!",Daragh Walsh,Udemy
77,Scratch Game Programming,True,0,0,/course/scratch-game-programming/,Free,https://img-c.udemycdn.com/course/240x135/830298_f8f8_4.jpg,https://img-c.udemycdn.com/course/125_H/830298_f8f8_4.jpg,A fun guide to programming for parents & teachers who want to help kids learn to code.,Al Sweigart,Udemy
18,Secret Sauce of Great Writing,True,0,0,/course/secret-sauce-of-great-writing/,Free,https://img-c.udemycdn.com/course/240x135/171838_ae1b_4.jpg,https://img-c.udemycdn.com/course/125_H/171838_ae1b_4.jpg,"Ex-Wall Street Journal Editor Teaches How To Make Your Blogs, Books & Business Writing Sparkle",Shani Raja,Udemy
41,Spiritual Interpretation of Numerology's Divine Messages.,True,0,0,/course/spiritual-interpretation-of-numerologys-divine-messages/,Free,https://img-c.udemycdn.com/course/240x135/4564586_18ff.jpg,https://img-c.udemycdn.com/course/125_H/4564586_18ff.jpg,"Learn to interpretate messages from the Divine Expressions such as Guardian Angels, Spiritual Guides & Ascended Masters.",Nickolas Mparalos,Udemy
51,Statistics and data literacy for non-statisticians,True,0,0,/course/statistics-literacy-for-non-statisticians/,Free,https://img-c.udemycdn.com/course/240x135/3212317_d119_3.jpg,https://img-c.udemycdn.com/course/125_H/3212317_d119_3.jpg,Learn the key terms and analysis methods in statistics,Mike X Cohen,Udemy
21,Stock Market Investing for Beginners,True,0,0,/course/the-beginners-guide-to-the-stock-market/,Free,https://img-c.udemycdn.com/course/240x135/133536_a292_11.jpg,https://img-c.udemycdn.com/course/125_H/133536_a292_11.jpg,"Learn all the Basics of the Stock Market, through comprehensive, interesting and fun lectures!",John Ducas,Udemy
56,TOTAL Python: Become an Advanced Python Developer in 16 days,True,0,0,/course/total-python/,"₹3,499",https://img-c.udemycdn.com/course/240x135/4580634_5d6c.jpg,https://img-c.udemycdn.com/course/125_H/4580634_5d6c.jpg,"One REAL Python project per day. From ZERO to Facial Recognition. Machine Learning, Data Science, Django, IGU, Games+",Federico Garay,Udemy
63,"The Basics of Bitcoin, Cryptocurrency and NFTs",True,0,0,/course/basics-of-bitcoin-cryptocurrency-nfts/,Free,https://img-c.udemycdn.com/course/240x135/4602486_8556_4.jpg,https://img-c.udemycdn.com/course/125_H/4602486_8556_4.jpg,"Learn key concepts of Bitcoin, Cryptocurrencies and Non-Fungible Tokens (NFTs) - as easy as 1,2,3!",George Levy,Udemy
3,The Complete 2022 Web Development Bootcamp,True,0,0,/course/the-complete-web-development-bootcamp/,"₹3,499",https://s.udemycdn.com/premium-clp/1565838/CourseImage-240x135.jpg,https://img-c.udemycdn.com/course/125_H/1565838_e54e_16.jpg,"Become a Full-Stack Web Developer with just ONE course. HTML, CSS, Javascript, Node, React, MongoDB, Web3 and DApps",Dr. Angela Yu,Udemy
6,The Complete JavaScript Course 2022: From Zero to Expert!,True,0,0,/course/the-complete-javascript-course/,"₹3,499",https://img-c.udemycdn.com/course/240x135/851712_fc61_6.jpg,https://img-c.udemycdn.com/course/125_H/851712_fc61_6.jpg,"The modern JavaScript course for everyone! Master JavaScript with projects, challenges and theory. Many courses in one!",Jonas Schmedtmann,Udemy
7,The Complete SQL Bootcamp 2022: Go from Zero to Hero,True,0,0,/course/the-complete-sql-bootcamp/,"₹3,499",https://img-c.udemycdn.com/course/240x135/762616_7693_3.jpg,https://img-c.udemycdn.com/course/125_H/762616_7693_3.jpg,Become an expert at SQL!,Jose Portilla,Udemy
8,Ultimate AWS Certified Solutions Architect Associate 2022,True,0,0,/course/aws-certified-solutions-architect-associate-saa-c03/,"₹3,499",https://img-c.udemycdn.com/course/240x135/2196488_8fc7_8.jpg,https://img-c.udemycdn.com/course/125_H/2196488_8fc7_8.jpg,Full Practice Exam | Learn Cloud Computing | Pass the AWS Certified Solutions Architect Associate Certification SAA-C02!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",Udemy
10,Useful Excel for Beginners,True,0,0,/course/useful-excel-for-beginners/,Free,https://img-c.udemycdn.com/course/240x135/53600_553c_4.jpg,https://img-c.udemycdn.com/course/125_H/53600_553c_4.jpg,Learn the basics of Microsoft Excel and become an effective user,Dinesh Natarajan Mohan,Udemy
104,Voice Training and Voice Over Essentials to Work from Home,True,0,0,/course/free-voice-training-course/,Free,https://img-c.udemycdn.com/course/240x135/3550072_9543_3.jpg,https://img-c.udemycdn.com/course/125_H/3550072_9543_3.jpg,Essential Voice Exercises and Training Tips to Transform Your Voice and Work from Home as a Voice Over or Voice Actor,Voiceover Masterclass,Udemy
2,Web Design for Web Developers: Build Beautiful Websites!,True,0,0,/course/web-design-secrets/,Free,https://img-c.udemycdn.com/course/240x135/473160_d929_3.jpg,https://img-c.udemycdn.com/course/125_H/473160_d929_3.jpg,Learn web design in 1 hour with 25+ simple-to-use rules and guidelines — tons of amazing web design resources included!,Jonas Schmedtmann,Udemy
12,[NEW] Ultimate AWS Certified Cloud Practitioner - 2022,True,0,0,/course/aws-certified-cloud-practitioner-new/,"₹3,099",https://img-c.udemycdn.com/course/240x135/3142166_a637_2.jpg,https://img-c.udemycdn.com/course/125_H/3142166_a637_2.jpg,Full Practice Exam included + explanations | Learn Cloud Computing | Pass the AWS Cloud Practitioner CLF-C01 exam!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",Udemy
